date,center_name,attendance_count
2013-03-15,Ormsby Community Center,38
2013-03-15,Paulson Community Center,32
2013-03-14,West Penn Community Center,55
2013-03-14,Warrington Community Center,58
2013-03-14,Brookline Community Center,191
2013-03-14,Ammon Community Center,150
2013-03-14,Arlington Community Center,96
2013-03-14,Magee Community Center,14
2013-03-14,Jefferson Community Center,28
2013-03-14,Paulson Community Center,53
2013-03-14,Ormsby Community Center,32
2013-03-14,Phillips Community Center,166
2013-03-13,Warrington Community Center,59
2013-03-13,West Penn Community Center,123
2013-03-13,Arlington Community Center,87
2013-03-13,Ammon Community Center,33
2013-03-13,Brookline Community Center,221
2013-03-13,Jefferson Community Center,25
2013-03-13,Magee Community Center,29
2013-03-13,Phillips Community Center,31
2013-03-13,Ormsby Community Center,51
2013-03-13,Paulson Community Center,81
2013-03-12,West Penn Community Center,80
2013-03-12,Warrington Community Center,41
2013-03-12,Brookline Community Center,149
2013-03-12,Ammon Community Center,152
2013-03-12,Arlington Community Center,30
2013-03-12,Magee Community Center,29
2013-03-12,Jefferson Community Center,47
2013-03-12,Paulson Community Center,52
2013-03-12,Ormsby Community Center,40
2013-03-12,Phillips Community Center,73
2013-03-11,Warrington Community Center,49
2013-03-11,West Penn Community Center,80
2013-03-11,Arlington Community Center,47
2013-03-11,Ammon Community Center,58
2013-03-11,Brookline Community Center,313
2013-03-11,Jefferson Community Center,31
2013-03-11,Magee Community Center,33
2013-03-11,Phillips Community Center,121
2013-03-11,Ormsby Community Center,54
2013-03-11,Paulson Community Center,61
2013-03-10,West Penn Community Center,10
2013-03-09,West Penn Community Center,175
2013-03-09,Warrington Community Center,46
2013-03-09,Brookline Community Center,166
2013-03-09,Arlington Community Center,49
2013-03-09,Magee Community Center,49
2013-03-09,Jefferson Community Center,15
2013-03-09,Ormsby Community Center,25
2013-03-09,Phillips Community Center,114
2013-03-08,Warrington Community Center,46
2013-03-08,West Penn Community Center,157
2013-03-08,Arlington Community Center,52
2013-03-08,Ammon Community Center,18
2013-03-08,Brookline Community Center,155
2013-03-08,Jefferson Community Center,52
2013-03-08,Magee Community Center,26
2013-03-08,Phillips Community Center,71
2013-03-08,Ormsby Community Center,41
2013-03-08,Paulson Community Center,57
2013-03-07,West Penn Community Center,139
2013-03-07,Warrington Community Center,86
2013-03-07,Brookline Community Center,175
2013-03-07,Ammon Community Center,29
2013-03-07,Arlington Community Center,85
2013-03-07,Magee Community Center,25
2013-03-07,Jefferson Community Center,39
2013-03-07,Paulson Community Center,77
2013-03-07,Ormsby Community Center,21
2013-03-07,Phillips Community Center,154
2013-03-06,Warrington Community Center,103
2013-03-06,West Penn Community Center,113
2013-03-06,Arlington Community Center,117
2013-03-06,Ammon Community Center,34
2013-03-06,Brookline Community Center,197
2013-03-06,Jefferson Community Center,32
2013-03-06,Magee Community Center,31
2013-03-06,Phillips Community Center,209
2013-03-06,Ormsby Community Center,66
2013-03-06,Paulson Community Center,52
2013-03-05,West Penn Community Center,68
2013-03-05,Warrington Community Center,96
2013-03-05,Brookline Community Center,198
2013-03-05,Ammon Community Center,127
2013-03-05,Arlington Community Center,41
2013-03-05,Magee Community Center,33
2013-03-05,Jefferson Community Center,38
2013-03-05,Paulson Community Center,64
2013-03-05,Ormsby Community Center,49
2013-03-05,Phillips Community Center,58
2013-03-04,Warrington Community Center,59
2013-03-04,West Penn Community Center,85
2013-03-04,Arlington Community Center,38
2013-03-04,Ammon Community Center,43
2013-03-04,Brookline Community Center,229
2013-03-04,Jefferson Community Center,36
2013-03-04,Magee Community Center,25
2013-03-04,Phillips Community Center,72
2013-03-04,Paulson Field,78
2013-03-04,Paulson Community Center,8
2013-03-04,Ormsby Field (Playground),64
2013-03-03,West Penn Community Center,13
2013-03-03,Brookline Community Center,92
2013-03-02,West Penn Community Center,20
2013-03-02,Warrington Community Center,22
2013-03-02,Brookline Community Center,212
2013-03-02,Arlington Community Center,148
2013-03-02,Magee Community Center,5
2013-03-02,Jefferson Community Center,9
2013-03-02,Ormsby Field (Playground),28
2013-03-02,Phillips Community Center,177
2013-03-01,Warrington Community Center,41
2013-03-01,West Penn Community Center,114
2013-03-01,Arlington Community Center,42
2013-03-01,Ammon Community Center,29
2013-03-01,Brookline Community Center,157
2013-03-01,Jefferson Community Center,45
2013-03-01,Magee Community Center,28
2013-03-01,Phillips Community Center,146
2013-03-01,Paulson Community Center,50
2013-03-01,Ormsby Community Center,66
2013-02-28,West Penn Community Center,127
2013-02-28,Warrington Community Center,79
2013-02-28,Brookline Community Center,153
2013-02-28,Ammon Community Center,66
2013-02-28,Arlington Community Center,69
2013-02-28,Magee Community Center,22
2013-02-28,Jefferson Community Center,35
2013-02-28,Ormsby Community Center,33
2013-02-28,Paulson Community Center,59
2013-02-28,Phillips Community Center,39
2013-02-27,Warrington Community Center,78
2013-02-27,West Penn Community Center,110
2013-02-27,Arlington Community Center,62
2013-02-27,Ammon Community Center,39
2013-02-27,Brookline Community Center,200
2013-02-27,Jefferson Community Center,44
2013-02-27,Magee Community Center,21
2013-02-27,Phillips Community Center,60
2013-02-27,Paulson Community Center,60
2013-02-27,Ormsby Community Center,51
2013-02-26,West Penn Community Center,82
2013-02-26,Warrington Community Center,82
2013-02-26,Brookline Community Center,163
2013-02-26,Ammon Community Center,101
2013-02-26,Arlington Community Center,50
2013-02-26,Magee Community Center,19
2013-02-26,Jefferson Community Center,26
2013-02-26,Ormsby Community Center,41
2013-02-26,Paulson Community Center,80
2013-02-26,Phillips Community Center,35
2013-02-25,Warrington Community Center,67
2013-02-25,West Penn Community Center,81
2013-02-25,Arlington Community Center,24
2013-02-25,Ammon Community Center,50
2013-02-25,Brookline Community Center,229
2013-02-25,Jefferson Community Center,27
2013-02-25,Magee Community Center,17
2013-02-25,Phillips Community Center,143
2013-02-25,Paulson Community Center,85
2013-02-25,Ormsby Community Center,101
2013-02-24,West Penn Community Center,63
2013-02-23,West Penn Community Center,63
2013-02-23,Warrington Community Center,35
2013-02-23,Brookline Community Center,289
2013-02-23,Arlington Community Center,27
2013-02-23,Phillips Community Center,130
2013-02-22,Warrington Community Center,48
2013-02-22,West Penn Community Center,154
2013-02-22,Arlington Community Center,29
2013-02-22,Ammon Community Center,29
2013-02-22,Brookline Community Center,98
2013-02-22,Magee Community Center,26
2013-02-22,Jefferson Community Center,25
2013-02-22,Phillips Community Center,148
2013-02-22,Ormsby Community Center,84
2013-02-22,Paulson Community Center,35
2013-02-21,West Penn Community Center,138
2013-02-21,Warrington Community Center,73
2013-02-21,Brookline Community Center,203
2013-02-21,Ammon Community Center,239
2013-02-21,Arlington Community Center,44
2013-02-21,Jefferson Community Center,33
2013-02-21,Magee Community Center,39
2013-02-21,Paulson Community Center,32
2013-02-21,Ormsby Community Center,46
2013-02-21,Phillips Community Center,127
2013-02-20,Warrington Community Center,80
2013-02-20,West Penn Community Center,103
2013-02-20,Arlington Community Center,34
2013-02-20,Ammon Community Center,130
2013-02-20,Brookline Community Center,219
2013-02-20,Magee Community Center,41
2013-02-20,Jefferson Community Center,32
2013-02-20,Phillips Community Center,52
2013-02-20,Ormsby Community Center,93
2013-02-20,Paulson Community Center,54
2013-02-19,West Penn Community Center,108
2013-02-19,Warrington Community Center,61
2013-02-19,Brookline Community Center,234
2013-02-19,Ammon Community Center,37
2013-02-19,Arlington Community Center,73
2013-02-19,Jefferson Community Center,34
2013-02-19,Magee Community Center,31
2013-02-19,Paulson Community Center,36
2013-02-19,Ormsby Community Center,43
2013-02-19,Phillips Community Center,41
2013-02-18,Warrington Community Center,62
2013-02-18,West Penn Community Center,59
2013-02-18,Arlington Community Center,40
2013-02-18,Ammon Community Center,44
2013-02-18,Brookline Community Center,266
2013-02-18,Magee Community Center,36
2013-02-18,Jefferson Community Center,34
2013-02-18,Phillips Community Center,109
2013-02-18,Ormsby Community Center,93
2013-02-18,Paulson Community Center,59
2013-02-17,West Penn Community Center,7
2013-02-16,West Penn Community Center,67
2013-02-16,Warrington Community Center,12
2013-02-16,Brookline Community Center,314
2013-02-16,Magee Community Center,6
2013-02-16,Ormsby Community Center,14
2013-02-16,Phillips Community Center,58
2013-02-15,Warrington Community Center,26
2013-02-15,West Penn Community Center,85
2013-02-15,Brookline Community Center,129
2013-02-15,Ammon Community Center,10
2013-02-15,Arlington Community Center,33
2013-02-15,Magee Community Center,43
2013-02-15,Jefferson Community Center,32
2013-02-15,Phillips Community Center,238
2013-02-15,Ormsby Community Center,43
2013-02-15,Paulson Community Center,33
2013-02-14,West Penn Community Center,118
2013-02-14,Warrington Community Center,72
2013-02-14,Arlington Community Center,50
2013-02-14,Ammon Community Center,207
2013-02-14,Brookline Community Center,195
2013-02-14,Jefferson Community Center,25
2013-02-14,Magee Community Center,28
2013-02-14,Paulson Community Center,34
2013-02-14,Ormsby Community Center,37
2013-02-14,Phillips Community Center,35
2013-02-13,Warrington Community Center,80
2013-02-13,West Penn Community Center,76
2013-02-13,Brookline Community Center,253
2013-02-13,Ammon Community Center,158
2013-02-13,Arlington Community Center,44
2013-02-13,Magee Community Center,50
2013-02-13,Jefferson Community Center,17
2013-02-13,Phillips Community Center,151
2013-02-13,Ormsby Community Center,75
2013-02-13,Paulson Community Center,45
2013-02-12,West Penn Community Center,137
2013-02-12,Warrington Community Center,76
2013-02-12,Arlington Community Center,21
2013-02-12,Ammon Community Center,163
2013-02-12,Brookline Community Center,280
2013-02-12,Jefferson Community Center,25
2013-02-12,Magee Community Center,40
2013-02-12,Paulson Community Center,57
2013-02-12,Ormsby Community Center,47
2013-02-12,Phillips Community Center,19
2013-02-11,Warrington Community Center,60
2013-02-11,West Penn Community Center,120
2013-02-11,Brookline Community Center,318
2013-02-11,Ammon Community Center,46
2013-02-11,Arlington Community Center,35
2013-02-11,Magee Community Center,50
2013-02-11,Jefferson Community Center,27
2013-02-11,Phillips Community Center,82
2013-02-11,Ormsby Community Center,113
2013-02-11,Paulson Community Center,68
2013-02-10,Magee Community Center,41
2013-02-09,West Penn Community Center,28
2013-02-09,Warrington Community Center,34
2013-02-09,Arlington Community Center,38
2013-02-09,Brookline Community Center,347
2013-02-09,Magee Community Center,16
2013-02-09,Jefferson Community Center,5
2013-02-09,Ormsby Community Center,34
2013-02-09,Phillips Community Center,161
2013-02-08,Warrington Community Center,36
2013-02-08,West Penn Community Center,87
2013-02-08,Brookline Community Center,104
2013-02-08,Arlington Community Center,19
2013-02-08,Ammon Community Center,18
2013-02-08,Jefferson Community Center,29
2013-02-08,Magee Community Center,18
2013-02-08,Phillips Community Center,21
2013-02-08,Paulson Community Center,18
2013-02-08,Ormsby Field (Playground),52
2013-02-07,West Penn Community Center,125
2013-02-07,Warrington Community Center,67
2013-02-07,Ammon Community Center,218
2013-02-07,Arlington Community Center,44
2013-02-07,Brookline Community Center,221
2013-02-07,Magee Community Center,36
2013-02-07,Jefferson Community Center,22
2013-02-07,Paulson Community Center,42
2013-02-07,Ormsby Community Center,50
2013-02-07,Phillips Community Center,26
2013-02-06,Warrington Community Center,46
2013-02-06,West Penn Community Center,78
2013-02-06,Brookline Community Center,240
2013-02-06,Arlington Community Center,32
2013-02-06,Ammon Community Center,39
2013-02-06,Jefferson Community Center,23
2013-02-06,Magee Community Center,52
2013-02-06,Phillips Community Center,171
2013-02-06,Ormsby Community Center,115
2013-02-06,Paulson Community Center,36
2013-02-05,West Penn Community Center,72
2013-02-05,Warrington Community Center,53
2013-02-05,Ammon Community Center,255
2013-02-05,Arlington Community Center,20
2013-02-05,Brookline Community Center,249
2013-02-05,Magee Community Center,37
2013-02-05,Jefferson Community Center,27
2013-02-05,Paulson Community Center,64
2013-02-05,Ormsby Community Center,55
2013-02-05,Phillips Community Center,20
2013-02-04,Warrington Community Center,49
2013-02-04,West Penn Community Center,92
2013-02-04,Brookline Community Center,197
2013-02-04,Arlington Community Center,9
2013-02-04,Ammon Community Center,36
2013-02-04,Jefferson Community Center,20
2013-02-04,Magee Community Center,38
2013-02-04,Phillips Community Center,49
2013-02-04,Ormsby Community Center,64
2013-02-04,Paulson Community Center,40
2013-02-02,West Penn Community Center,82
2013-02-02,Warrington Community Center,34
2013-02-02,Arlington Community Center,119
2013-02-02,Brookline Community Center,300
2013-02-02,Magee Community Center,108
2013-02-02,Jefferson Community Center,7
2013-02-02,Ormsby Field (Playground),31
2013-02-02,Phillips Community Center,105
2013-02-01,Warrington Community Center,25
2013-02-01,West Penn Community Center,68
2013-02-01,Brookline Community Center,119
2013-02-01,Arlington Community Center,14
2013-02-01,Ammon Community Center,15
2013-02-01,Jefferson Community Center,22
2013-02-01,Magee Community Center,36
2013-02-01,Phillips Community Center,24
2013-02-01,Paulson Community Center,24
2013-02-01,Ormsby Community Center,40
2013-01-31,West Penn Community Center,150
2013-01-31,Warrington Community Center,54
2013-01-31,Ammon Community Center,174
